"Campaign name","Campaign ID","Ad set name","Ad set ID","Ad name","Ad ID",Day,Gender,Age,Text,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (USD)","Video ID","Image name","Video name","Website URL",call_to_action_type,headline,Description,"Link clicks","CPC (cost per link click)","CPM (cost per 1,000 impressions)","CTR (all)","Result rate",Views,"Clicks (all)","CPC (all)","Purchases rate per link clicks","Landing page views rate per link clicks","Result value type","Results value","Result value type","Results ROAS","Cost per 1,000 Meta Accounts reached","Ad Delivery","Video average play time","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Page engagement","Facebook likes","Instagram follows","Post comments","Post engagements","Post reactions","Post saves","Post shares",ThruPlays,"Video plays","3-second video plays","Unique link clicks","Outbound clicks","Unique outbound clicks","Unique CTR (link click-through rate)","Outbound CTR (click-through rate)","Unique outbound CTR (click-through rate)","Unique clicks (all)","Unique CTR (all)","Instagram profile visits","Cost per outbound click","Cost per unique link click","Cost per unique outbound click","Adds of payment info","Adds to cart","Cost per add to cart","Adds to cart conversion value","Checkouts initiated","Cost per checkout initiated","Checkouts initiated conversion value",Purchases,"Cost per purchase","Purchase ROAS (return on ad spend)","Purchases conversion value","Cost per result","Cost per post engagement","Cost per Page engagement","Cost per like","Cost per 3-second video play","Cost per ThruPlay","Results rate per link clicks","Purchases rate per landing page views","CTR (link click-through rate)","Ad recall lift rate","Cost per unique click (all)","Average purchases conversion value","Website subscriptions conversion value","Cost per add of payment info",Viewers,"Ad set delivery","Campaign Delivery","Cost per ad recall lift","Ad recall lift","Reporting starts","Reporting ends"
ECAS_MST,120248368491680327,C2,120248368953480327,C2B,120248369077860327,2026-07-20,male,45-54,"Your city deserves better than a gift-shop skyline.

Real street names, real wood frames, made to order, not mass-printed.

Find your city and shop now.",inactive,ad,2,3,1.5,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.04,0,C2B_CN_ICP_Milestone2534_CN_Design_RoomContext_PR_Testimonial_HK_Problem_TN_Rational_FW_BAB_.png_105,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,"Made To Order, Framed Right","Made to order. Real wood.",,,13.33333333,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,20,inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,active,,,2026-07-20,2026-07-20
ECAS_MST,120248368491680327,C4,120248369515900327,c4A,120248369515870327,2026-07-20,female,55-64,"Your city deserves better than a gift-shop skyline.

Real street names, real wood frames, made to order, not mass-printed.

Find your city and shop now.",inactive,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.01,0,C4D_CN_ICP_MemoryKeeperCouple_CN_Design_MultiPrintGallery_CTA_ClaimOffer_HK_Problem_TN_Aspir.png_105,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,"Every City, One Wall","Made to order. Real wood.",,,5,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,5,inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,active,,,2026-07-20,2026-07-20
ECAS_MST,120248368491680327,C4,120248369515900327,c4A,120248369515870327,2026-07-20,male,45-54,"Your city deserves better than a gift-shop skyline.

Real street names, real wood frames, made to order, not mass-printed.

Find your city and shop now.",inactive,ad,6,12,2,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.58,0,C4D_CN_ICP_MemoryKeeperCouple_CN_Design_MultiPrintGallery_CTA_ClaimOffer_HK_Problem_TN_Aspir.png_105,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,"Every City, One Wall","Made to order. Real wood.",,,48.33333333,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,96.66666667,inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,active,,,2026-07-20,2026-07-20
ECAS_MST,120248368491680327,C4,120248369515900327,c4A,120248369515870327,2026-07-20,male,55-64,"Your city deserves better than a gift-shop skyline.

Real street names, real wood frames, made to order, not mass-printed.

Find your city and shop now.",inactive,ad,3,4,1.33333333,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.42,0,C4D_CN_ICP_MemoryKeeperCouple_CN_Design_MultiPrintGallery_CTA_ClaimOffer_HK_Problem_TN_Aspir.png_105,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,"Every City, One Wall","Made to order. Real wood.",,,105,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,140,inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,active,,,2026-07-20,2026-07-20
ECAS_MST,120248368491680327,C4,120248369515900327,c4A,120248369515870327,2026-07-20,male,25-34,"Your city deserves better than a gift-shop skyline.

Real street names, real wood frames, made to order, not mass-printed.

Find your city and shop now.",inactive,ad,6,6,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.24,0,C4D_CN_ICP_MemoryKeeperCouple_CN_Design_MultiPrintGallery_CTA_ClaimOffer_HK_Problem_TN_Aspir.png_105,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,"Every City, One Wall","Made to order. Real wood.",,,40,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,40,inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,active,,,2026-07-20,2026-07-20
ECAS_MST,120248368491680327,C4,120248369515900327,c4A,120248369515870327,2026-07-20,female,45-54,"Your city deserves better than a gift-shop skyline.

Real street names, real wood frames, made to order, not mass-printed.

Find your city and shop now.",inactive,ad,7,8,1.14285714,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.32,0,C4D_CN_ICP_MemoryKeeperCouple_CN_Design_MultiPrintGallery_CTA_ClaimOffer_HK_Problem_TN_Aspir.png_105,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,"Every City, One Wall","Made to order. Real wood.",,,40,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,45.71428571,inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,active,,,2026-07-20,2026-07-20
ECAS_MST,120248368491680327,C4,120248369515900327,c4A,120248369515870327,2026-07-20,male,18-24,"Your city deserves better than a gift-shop skyline.

Real street names, real wood frames, made to order, not mass-printed.

Find your city and shop now.",inactive,ad,4,4,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.05,0,C4D_CN_ICP_MemoryKeeperCouple_CN_Design_MultiPrintGallery_CTA_ClaimOffer_HK_Problem_TN_Aspir.png_105,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,"Every City, One Wall","Made to order. Real wood.",,,12.5,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,12.5,inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,active,,,2026-07-20,2026-07-20
ECAS_MST,120248368491680327,C4,120248369515900327,c4A,120248369515870327,2026-07-20,male,35-44,"Your city deserves better than a gift-shop skyline.

Real street names, real wood frames, made to order, not mass-printed.

Find your city and shop now.",inactive,ad,11,18,1.63636364,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.16,0,C4D_CN_ICP_MemoryKeeperCouple_CN_Design_MultiPrintGallery_CTA_ClaimOffer_HK_Problem_TN_Aspir.png_105,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,"Every City, One Wall","Made to order. Real wood.",,,8.88888889,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,14.54545455,inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,active,,,2026-07-20,2026-07-20
ECAS_MST,120248368491680327,C4,120248369515900327,c4A,120248369515870327,2026-07-20,female,65+,"Your city deserves better than a gift-shop skyline.

Real street names, real wood frames, made to order, not mass-printed.

Find your city and shop now.",inactive,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.02,0,C4D_CN_ICP_MemoryKeeperCouple_CN_Design_MultiPrintGallery_CTA_ClaimOffer_HK_Problem_TN_Aspir.png_105,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,"Every City, One Wall","Made to order. Real wood.",,,10,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,10,inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,active,,,2026-07-20,2026-07-20
ECAS_MST,120248368491680327,C4,120248369515900327,c4A,120248369515870327,2026-07-20,male,65+,"Your city deserves better than a gift-shop skyline.

Real street names, real wood frames, made to order, not mass-printed.

Find your city and shop now.",inactive,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0,0,C4D_CN_ICP_MemoryKeeperCouple_CN_Design_MultiPrintGallery_CTA_ClaimOffer_HK_Problem_TN_Aspir.png_105,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,"Every City, One Wall","Made to order. Real wood.",,,0,0,,,0,,,,"Website purchases conversion value",,,,0,inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,active,,,2026-07-20,2026-07-20
ECAS_MST,120248368491680327,C4,120248369515900327,c4A,120248369515870327,2026-07-20,female,35-44,"Your city deserves better than a gift-shop skyline.

Real street names, real wood frames, made to order, not mass-printed.

Find your city and shop now.",inactive,ad,4,6,1.5,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.05,0,C4D_CN_ICP_MemoryKeeperCouple_CN_Design_MultiPrintGallery_CTA_ClaimOffer_HK_Problem_TN_Aspir.png_105,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,"Every City, One Wall","Made to order. Real wood.",1,0.05,8.33333333,16.66666667,,,1,0.05,,,"Website purchases conversion value",,"Website purchases conversion value",,12.5,inactive,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.05,,,,,,16.66666667,,,,,,,active,active,,,2026-07-20,2026-07-20
ECAS_MST,120248368491680327,C1,120248368491700327,C1D,120248368756150327,2026-07-19,female,45-54,"Your city deserves better than a gift-shop skyline.

Real street names, real wood frames, made to order, not mass-printed.

Find your city and shop now.",active,ad,5,5,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.1,0,C1D_CN_ICP_GiftGiver45_CN_Design_SinglePrintLifestyle_CTA_ClaimOffer_HK_Benefit_TN_Rational_.png_105,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,"Made To Order, Framed Right","Made to order. Real wood.",,,20,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,20,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,active,,,2026-07-19,2026-07-19
ECAS_MST,120248368491680327,C1,120248368491700327,C1D,120248368756150327,2026-07-19,female,55-64,"Your city deserves better than a gift-shop skyline.

Real street names, real wood frames, made to order, not mass-printed.

Find your city and shop now.",active,ad,6,7,1.16666667,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.25,0,C1D_CN_ICP_GiftGiver45_CN_Design_SinglePrintLifestyle_CTA_ClaimOffer_HK_Benefit_TN_Rational_.png_105,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,"Made To Order, Framed Right","Made to order. Real wood.",,,35.71428571,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,41.66666667,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,active,,,2026-07-19,2026-07-19
ECAS_MST,120248368491680327,C1,120248368491700327,C1D,120248368756150327,2026-07-19,male,18-24,"Your city deserves better than a gift-shop skyline.

Real street names, real wood frames, made to order, not mass-printed.

Find your city and shop now.",active,ad,5,9,1.8,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.26,0,C1D_CN_ICP_GiftGiver45_CN_Design_SinglePrintLifestyle_CTA_ClaimOffer_HK_Benefit_TN_Rational_.png_105,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,"Made To Order, Framed Right","Made to order. Real wood.",,,28.88888889,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,52,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,active,,,2026-07-19,2026-07-19
ECAS_MST,120248368491680327,C1,120248368491700327,C1D,120248368756150327,2026-07-19,male,65+,"Your city deserves better than a gift-shop skyline.

Real street names, real wood frames, made to order, not mass-printed.

Find your city and shop now.",active,ad,5,5,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.04,0,C1D_CN_ICP_GiftGiver45_CN_Design_SinglePrintLifestyle_CTA_ClaimOffer_HK_Benefit_TN_Rational_.png_105,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,"Made To Order, Framed Right","Made to order. Real wood.",,,8,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,8,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,active,,,2026-07-19,2026-07-19
ECAS_MST,120248368491680327,C1,120248368491700327,C1D,120248368756150327,2026-07-19,male,45-54,"Your city deserves better than a gift-shop skyline.

Real street names, real wood frames, made to order, not mass-printed.

Find your city and shop now.",active,ad,8,12,1.5,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,1.05,0,C1D_CN_ICP_GiftGiver45_CN_Design_SinglePrintLifestyle_CTA_ClaimOffer_HK_Benefit_TN_Rational_.png_105,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,"Made To Order, Framed Right","Made to order. Real wood.",,,87.5,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,131.25,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,active,,,2026-07-19,2026-07-19
ECAS_MST,120248368491680327,C1,120248368491700327,C1D,120248368756150327,2026-07-19,male,25-34,"Your city deserves better than a gift-shop skyline.

Real street names, real wood frames, made to order, not mass-printed.

Find your city and shop now.",active,ad,15,17,1.13333333,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.27,0,C1D_CN_ICP_GiftGiver45_CN_Design_SinglePrintLifestyle_CTA_ClaimOffer_HK_Benefit_TN_Rational_.png_105,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,"Made To Order, Framed Right","Made to order. Real wood.",,,15.88235294,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,18,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,active,,,2026-07-19,2026-07-19
ECAS_MST,120248368491680327,C2,120248368953480327,C2B,120248369077860327,2026-07-19,female,35-44,"Your city deserves better than a gift-shop skyline.

Real street names, real wood frames, made to order, not mass-printed.

Find your city and shop now.",inactive,ad,3,3,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.05,0,C2B_CN_ICP_Milestone2534_CN_Design_RoomContext_PR_Testimonial_HK_Problem_TN_Rational_FW_BAB_.png_105,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,"Made To Order, Framed Right","Made to order. Real wood.",,,16.66666667,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,16.66666667,inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,active,,,2026-07-19,2026-07-19
ECAS_MST,120248368491680327,C1,120248368491700327,C1D,120248368756150327,2026-07-19,unknown,65+,"Your city deserves better than a gift-shop skyline.

Real street names, real wood frames, made to order, not mass-printed.

Find your city and shop now.",active,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0,0,C1D_CN_ICP_GiftGiver45_CN_Design_SinglePrintLifestyle_CTA_ClaimOffer_HK_Benefit_TN_Rational_.png_105,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,"Made To Order, Framed Right","Made to order. Real wood.",,,0,0,,,0,,,,"Website purchases conversion value",,,,0,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,active,,,2026-07-19,2026-07-19
ECAS_MST,120248368491680327,C2,120248368953480327,C2B,120248369077860327,2026-07-19,male,65+,"Your city deserves better than a gift-shop skyline.

Real street names, real wood frames, made to order, not mass-printed.

Find your city and shop now.",inactive,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.01,0,C2B_CN_ICP_Milestone2534_CN_Design_RoomContext_PR_Testimonial_HK_Problem_TN_Rational_FW_BAB_.png_105,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,"Made To Order, Framed Right","Made to order. Real wood.",,,5,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,5,inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,active,,,2026-07-19,2026-07-19
ECAS_MST,120248368491680327,C2,120248368953480327,C2B,120248369077860327,2026-07-19,female,25-34,"Your city deserves better than a gift-shop skyline.

Real street names, real wood frames, made to order, not mass-printed.

Find your city and shop now.",inactive,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.01,0,C2B_CN_ICP_Milestone2534_CN_Design_RoomContext_PR_Testimonial_HK_Problem_TN_Rational_FW_BAB_.png_105,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,"Made To Order, Framed Right","Made to order. Real wood.",,,10,0,,,0,,,,"Website purchases conversion value",,"Website purchases conversion value",,10,inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,active,,,2026-07-19,2026-07-19
