"Campaign name","Campaign ID","Ad set name","Ad set ID","Ad name","Ad ID",Day,Gender,Age,Text,"Amount spent (USD)",Reach,Impressions,Starts,Ends,"Attribution setting",Frequency,"Result type",Results,"CPC (cost per link click)","CTR (all)","CPM (cost per 1,000 impressions)","Result rate",Views,"Clicks (all)","CPC (all)","Video average play time","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Cost per post engagement",ThruPlays,"Video plays","3-second video plays","Unique 2-second continuous video plays","Link clicks","Cost per ThruPlay","Cost per 3-second video play","Cost per 2-second continuous video play","CTR (link click-through rate)","Unique CTR (link click-through rate)","Outbound CTR (click-through rate)","Instagram profile visits","Cost per app activation","App installs","Cost per app install","App activations conversion value","App activations","Purchase ROAS (return on ad spend)","Ratings submitted","Mobile app installs","In-app sessions conversion value","In-app sessions","In-app purchases","In-app registrations completed","In-app trials started","In-app subscriptions conversion value","Purchases rate per landing page views","Purchases rate per link clicks","Landing page views rate per link clicks","Results rate per link clicks","Unique outbound clicks","Outbound clicks","Unique outbound CTR (click-through rate)","Unique clicks (all)","Cost per unique click (all)","Cost per unique outbound click","Cost per outbound click","Cost per unique link click","Reporting starts","Reporting ends"
"BOOK2_LEAD_JUN26_QUIZ_V2 [Complete Registration]",120245678667710003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245678667730003,C2B_STC_QF_BOOK2_T2,120245678667720003,2026-06-15,male,65+,"Bookster gives you the key ideas in 15 minutes — structured, retained, actually used.
Start free at app.bookster.ai",0.58,11,11,2026-06-06,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website registrations completed",,,0,52.72727273,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15,2026-06-15
"BOOK2_LEAD_JUN26_QUIZ_V2 [Complete Registration]",120245678667710003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245678667730003,C2B_STC_QF_BOOK2_T2,120245678667720003,2026-06-15,male,55-64,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.02,2,2,2026-06-06,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website registrations completed",,,0,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15,2026-06-15
"BOOK2_LEAD_JUN26_QUIZ_V2 [Complete Registration]",120245678667710003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245678667730003,C2B_STC_QF_BOOK2_T2,120245678667720003,2026-06-15,male,25-34,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0,1,1,2026-06-06,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website registrations completed",,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15,2026-06-15
"BOOK2_LEAD_JUN26_QUIZ_V2 [Complete Registration]",120245678667710003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245678667730003,C2B_STC_QF_BOOK2_T2,120245678667720003,2026-06-15,unknown,45-54,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.03,1,1,2026-06-06,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website registrations completed",,,0,30,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15,2026-06-15
"BOOK2_LEAD_JUN26_QUIZ_V2 [Complete Registration]",120245678667710003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245678667730003,C2B_STC_QF_BOOK2_T2,120245678667720003,2026-06-15,female,55-64,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.25,1,1,2026-06-06,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website registrations completed",,,0,250,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15,2026-06-15
"BOOK2_LEAD_JUN26_QUIZ_V2 [Complete Registration]",120245678667710003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245678667730003,C2B_STC_QF_BOOK2_T2,120245678667720003,2026-06-15,male,18-24,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.01,1,1,2026-06-06,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website registrations completed",,,0,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15,2026-06-15
"BOOK2_LEAD_JUN26_QUIZ_V2 [Complete Registration]",120245678667710003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245678667730003,C2B_STC_QF_BOOK2_T2,120245678667720003,2026-06-15,female,18-24,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.16,5,5,2026-06-06,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website registrations completed",,,0,32,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15,2026-06-15
"BOOK2_LEAD_JUN26_QUIZ_V2 [Complete Registration]",120245678667710003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245678667730003,C2B_STC_QF_BOOK2_T2,120245678667720003,2026-06-15,female,25-34,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.07,4,4,2026-06-06,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website registrations completed",,,0,17.5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15,2026-06-15
"BOOK2_LEAD_JUN26_QUIZ_V2 [Complete Registration]",120245678667710003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245678667730003,C2B_STC_QF_BOOK2_T2,120245678667720003,2026-06-15,male,65+,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.06,1,1,2026-06-06,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website registrations completed",,,0,60,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15,2026-06-15
"BOOK2_LEAD_JUN26_QUIZ_V2 [Complete Registration]",120245678667710003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245678667730003,C2B_STC_QF_BOOK2_T2,120245678667720003,2026-06-15,male,35-44,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.03,3,3,2026-06-06,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website registrations completed",,,0,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15,2026-06-15
"BOOK2_LEAD_JUN26_QUIZ_V2 [Complete Registration]",120245678667710003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245678667730003,C2B_STC_QF_BOOK2_T2,120245678667720003,2026-06-15,female,65+,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.2,1,1,2026-06-06,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website registrations completed",,0.2,0,200,,,0,,,,,,,,0.2,,,,,1,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15,2026-06-15
"BOOK2_LEAD_JUN26_QUIZ_V2 [Complete Registration]",120245678667710003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245678667730003,C2B_STC_QF_BOOK2_T2,120245678667720003,2026-06-15,female,35-44,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.3,10,10,2026-06-06,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website registrations completed",,,0,30,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15,2026-06-15
"BOOK2_LEAD_JUN26_QUIZ_V2 [Complete Registration]",120245678667710003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245678667730003,C2B_STC_QF_BOOK2_T2,120245678667720003,2026-06-15,male,45-54,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.03,3,3,2026-06-06,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website registrations completed",,,0,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15,2026-06-15
"BOOK2_LEAD_JUN26_QUIZ_V2 [Complete Registration]",120245678667710003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245678667730003,C2B_STC_QF_BOOK2_T2,120245678667720003,2026-06-15,female,45-54,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.11,6,6,2026-06-06,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website registrations completed",,,0,18.33333333,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15,2026-06-15
"BOOK2_LEAD_JUN26_QUIZ_V2 [Complete Registration]",120245678667710003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245678667730003,C2B_STC_QF_BOOK2_T2,120245678667720003,2026-06-15,male,25-34,"Bookster gives you the key ideas in 15 minutes — structured, retained, actually used.
Start free at app.bookster.ai",0.25,9,12,2026-06-06,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.33333333,"Website registrations completed",,,8.33333333,20.83333333,,,1,0.25,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15,2026-06-15
BOOK2_LEAD_JUN26_QUIZ_V1,120245534669630003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245534669640003,C2B_STC_QF_BOOK2_T2,120245536899710003,2026-06-14,male,45-54,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.1,4,4,2026-06-04,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website trials started",,,0,25,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
BOOK2_LEAD_JUN26_QUIZ_V1,120245534669630003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245534669640003,C2B_STC_QF_BOOK2_T2,120245536899710003,2026-06-14,male,55-64,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.03,1,1,2026-06-04,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website trials started",,,0,30,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
BOOK2_LEAD_JUN26_QUIZ_V1,120245534669630003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245534669640003,C2B_STC_QF_BOOK2_T2,120245536899710003,2026-06-14,female,25-34,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.9,24,26,2026-06-04,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.08333333,"Website trials started",,,3.84615385,34.61538462,,,1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
BOOK2_LEAD_JUN26_QUIZ_V1,120245534669630003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245534669640003,C2B_STC_QF_BOOK2_T2,120245536899710003,2026-06-14,male,35-44,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.09,8,9,2026-06-04,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.125,"Website trials started",,,0,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
BOOK2_LEAD_JUN26_QUIZ_V1,120245534669630003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245534669640003,C2B_STC_QF_BOOK2_T2,120245536899710003,2026-06-14,female,35-44,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",1.81,28,37,2026-06-04,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.32142857,"Website trials started",,,0,48.91891892,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
BOOK2_LEAD_JUN26_QUIZ_V1,120245534669630003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245534669640003,C2B_STC_QF_BOOK2_T2,120245536899710003,2026-06-14,female,45-54,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.27,9,11,2026-06-04,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.22222222,"Website trials started",,,0,24.54545455,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
BOOK2_LEAD_JUN26_QUIZ_V1,120245534669630003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245534669640003,C2B_STC_QF_BOOK2_T2,120245536899710003,2026-06-14,male,25-34,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.01,1,1,2026-06-04,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website trials started",,,0,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
BOOK2_LEAD_JUN26_QUIZ_V1,120245534669630003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245534669640003,C2B_STC_QF_BOOK2_T2,120245536899710003,2026-06-14,male,18-24,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.01,1,1,2026-06-04,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website trials started",,,0,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
BOOK2_LEAD_JUN26_QUIZ_V1,120245534669630003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245534669640003,C2B_STC_QF_BOOK2_T2,120245536899710003,2026-06-14,male,25-34,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.01,1,1,2026-06-04,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website trials started",,,0,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
BOOK2_LEAD_JUN26_QUIZ_V1,120245534669630003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245534669640003,C2B_STC_QF_BOOK2_T2,120245536899710003,2026-06-14,female,18-24,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.03,2,2,2026-06-04,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website trials started",,,0,15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
BOOK2_LEAD_JUN26_QUIZ_V1,120245534669630003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245534669640003,C2B_STC_QF_BOOK2_T2,120245536899710003,2026-06-14,male,65+,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.01,1,1,2026-06-04,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website trials started",,,0,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
BOOK2_LEAD_JUN26_QUIZ_V1,120245534669630003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245534669640003,C2B_STC_QF_BOOK2_T2,120245536899710003,2026-06-14,female,55-64,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.08,3,3,2026-06-04,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website trials started",,,0,26.66666667,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
BOOK2_LEAD_JUN26_QUIZ_V1,120245534669630003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245534669640003,C2B_STC_QF_BOOK2_T2,120245536899710003,2026-06-14,female,35-44,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.17,2,2,2026-06-04,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website trials started",,,0,85,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
BOOK2_LEAD_JUN26_QUIZ_V1,120245534669630003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245534669640003,C2B_STC_QF_BOOK2_T2,120245536899710003,2026-06-14,female,45-54,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.15,3,4,2026-06-04,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.33333333,"Website trials started",,,0,37.5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
BOOK2_LEAD_JUN26_QUIZ_V1,120245534669630003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245534669640003,C2B_STC_QF_BOOK2_T2,120245536899710003,2026-06-14,female,25-34,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.41,7,7,2026-06-04,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website trials started",,,0,58.57142857,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
BOOK2_LEAD_JUN26_QUIZ_V1,120245534669630003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245534669640003,C2B_STC_QF_BOOK2_T2,120245536899710003,2026-06-14,male,65+,"Bookster gives you the key ideas in 15 minutes — structured, retained, actually used.
Start free at app.bookster.ai",0.01,1,1,2026-06-04,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website trials started",,,0,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
BOOK2_LEAD_JUN26_QUIZ_V1,120245534669630003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245534669640003,C2B_STC_QF_BOOK2_T2,120245536899710003,2026-06-14,female,18-24,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.29,5,6,2026-06-04,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.2,"Website trials started",,,0,48.33333333,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
BOOK2_LEAD_JUN26_QUIZ_V1,120245534669630003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245534669640003,C2B_STC_QF_BOOK2_T2,120245536899710003,2026-06-14,female,35-44,"Bookster gives you the key ideas in 15 minutes — structured, retained, actually used.
Start free at app.bookster.ai",0.77,10,13,2026-06-04,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.3,"Website trials started",,,0,59.23076923,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
BOOK2_LEAD_JUN26_QUIZ_V1,120245534669630003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245534669640003,C2B_STC_QF_BOOK2_T2,120245536899710003,2026-06-14,male,65+,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.15,2,4,2026-06-04,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",2,"Website trials started",,,0,37.5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
"BOOK2_LEAD_JUN26_QUIZ_V2 [Complete Registration]",120245678667710003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245678667730003,C2B_STC_QF_BOOK2_T2,120245678667720003,2026-06-14,female,25-34,"You paid for that book. You read 40 pages. 
It’s been in your nightstand for four months.

Bookster gives you the usable part of every book in 15 minutes.

Key ideas, clear takeaways, no 300-page commitment.

Get the usable part. Skip the rest.",9.24,531,630,2026-06-06,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.18644068,"Website registrations completed",,1.32,3.17460317,14.66666667,,,20,0.462,,,,,,,1.155,,,,,7,,,,1.11111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
BOOK2_LEAD_JUN26_QUIZ_V1,120245534669630003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245534669640003,C2B_STC_QF_BOOK2_T2,120245536899710003,2026-06-14,female,55-64,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.05,2,2,2026-06-04,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website trials started",,,0,25,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
"BOOK2_LEAD_JUN26_QUIZ_V2 [Complete Registration]",120245678667710003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245678667730003,C2B_STC_QF_BOOK2_T2,120245678667720003,2026-06-14,male,25-34,"You paid for that book. You read 40 pages. 
It’s been in your nightstand for four months.

Bookster gives you the usable part of every book in 15 minutes.

Key ideas, clear takeaways, no 300-page commitment.

Get the usable part. Skip the rest.",0.32,28,28,2026-06-06,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website registrations completed",1,0.32,7.14285714,11.42857143,3.57142857,,2,0.16,,,,,,,0.32,,,,,1,,,,3.57142857,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,2026-06-14,2026-06-14
"BOOK2_LEAD_JUN26_QUIZ_V2 [Complete Registration]",120245678667710003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245678667730003,C2B_STC_QF_BOOK2_T2,120245678667720003,2026-06-14,male,45-54,"You paid for that book. You read 40 pages. 
It’s been in your nightstand for four months.

Bookster gives you the usable part of every book in 15 minutes.

Key ideas, clear takeaways, no 300-page commitment.

Get the usable part. Skip the rest.",1.37,49,57,2026-06-06,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.16326531,"Website registrations completed",,,3.50877193,24.03508772,,,2,0.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
BOOK2_LEAD_JUN26_QUIZ_V1,120245534669630003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245534669640003,C2B_STC_QF_BOOK2_T2,120245536899710003,2026-06-14,female,55-64,"Bookster gives you the key ideas in 15 minutes — structured, retained, actually used.
Start free at app.bookster.ai",0.12,4,4,2026-06-04,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website trials started",,0.12,25,30,,,1,0.12,,,,,,,0.12,,,,,1,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
"BOOK2_LEAD_JUN26_QUIZ_V2 [Complete Registration]",120245678667710003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245678667730003,C2B_STC_QF_BOOK2_T2,120245678667720003,2026-06-14,female,35-44,"You paid for that book. You read 40 pages. 
It’s been in your nightstand for four months.

Bookster gives you the usable part of every book in 15 minutes.

Key ideas, clear takeaways, no 300-page commitment.

Get the usable part. Skip the rest.",11.9,593,718,2026-06-06,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.21079258,"Website registrations completed",,1.4875,3.34261838,16.57381616,,,24,0.49583333,,,,,,,1.4875,,,,,8,,,,1.11420613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
"BOOK2_LEAD_JUN26_QUIZ_V2 [Complete Registration]",120245678667710003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245678667730003,C2B_STC_QF_BOOK2_T2,120245678667720003,2026-06-14,female,45-54,"You paid for that book. You read 40 pages. 
It’s been in your nightstand for four months.

Bookster gives you the usable part of every book in 15 minutes.

Key ideas, clear takeaways, no 300-page commitment.

Get the usable part. Skip the rest.",12.81,384,471,2026-06-06,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.2265625,"Website registrations completed",1,1.281,6.7940552,27.19745223,0.21231423,,32,0.4003125,,,,,,,1.0675,,,,,10,,,,2.12314225,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,2026-06-14,2026-06-14
"BOOK2_LEAD_JUN26_QUIZ_V2 [Complete Registration]",120245678667710003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245678667730003,C2B_STC_QF_BOOK2_T2,120245678667720003,2026-06-14,female,18-24,"You paid for that book. You read 40 pages. 
It’s been in your nightstand for four months.

Bookster gives you the usable part of every book in 15 minutes.

Key ideas, clear takeaways, no 300-page commitment.

Get the usable part. Skip the rest.",2.86,158,180,2026-06-06,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.13924051,"Website registrations completed",,2.86,2.22222222,15.88888889,,,4,0.715,,,,,,,1.43,,,,,1,,,,0.55555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
"BOOK2_LEAD_JUN26_QUIZ_V2 [Complete Registration]",120245678667710003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245678667730003,C2B_STC_QF_BOOK2_T2,120245678667720003,2026-06-14,male,18-24,"You paid for that book. You read 40 pages. 
It’s been in your nightstand for four months.

Bookster gives you the usable part of every book in 15 minutes.

Key ideas, clear takeaways, no 300-page commitment.

Get the usable part. Skip the rest.",0.12,10,10,2026-06-06,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website registrations completed",,,0,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
"BOOK2_LEAD_JUN26_QUIZ_V2 [Complete Registration]",120245678667710003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245678667730003,C2B_STC_QF_BOOK2_T2,120245678667720003,2026-06-14,male,55-64,"You paid for that book. You read 40 pages. 
It’s been in your nightstand for four months.

Bookster gives you the usable part of every book in 15 minutes.

Key ideas, clear takeaways, no 300-page commitment.

Get the usable part. Skip the rest.",1.53,41,46,2026-06-06,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.12195122,"Website registrations completed",,,0,33.26086957,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
"BOOK2_LEAD_JUN26_QUIZ_V2 [Complete Registration]",120245678667710003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245678667730003,C2B_STC_QF_BOOK2_T2,120245678667720003,2026-06-14,unknown,45-54,"You paid for that book. You read 40 pages. 
It’s been in your nightstand for four months.

Bookster gives you the usable part of every book in 15 minutes.

Key ideas, clear takeaways, no 300-page commitment.

Get the usable part. Skip the rest.",0.05,2,2,2026-06-06,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1,"Website registrations completed",,,0,25,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
BOOK2_LEAD_JUN26_QUIZ_V1,120245534669630003,ABP_TOF_1865_USA_CONTROL_BOOK2_V1,120245534669640003,C2B_STC_QF_BOOK2_T2,120245536899710003,2026-06-14,female,65+,"Books cost $18+. Most go unfinished.

Get the usable part. Start free",0.09,3,4,2026-06-04,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",1.33333333,"Website trials started",,,0,22.5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14,2026-06-14
